Year,Category,Title,Winners
1974,Best Instrumental Arrangement,Threshold,"Pat Williams, arranger."
1974,Best Arrangement Accompanying Vocalists,Down To You,"Joni Mitchell & Tom Scott, arrangers."
1974,Best Engineered Recording - Non-Classical,Band On The Run,"Geoff E. Emerick, engineer."
1974,Best Album Package,Come And Gone,"Christopher Whorf & Ed Thrasher, art directors."
1974,Best Producer Of The Year,,"Thom Bell, producer."
1974,Best Jazz Performance By A Soloist,First Recordings!,"Charlie Parker, soloist."
1974,Best Jazz Performance By A Group,The Trio,"Joe Pass, Niels Pedersen & Oscar Peterson, artists."
1974,Best Jazz Performance By A Big Band,Thundering Herd,"Woody Herman, artist."
1974,"Best Pop Vocal Performance, Female",I Honestly Love You,"Olivia Newton-John, artist."
1974,"Best Pop Vocal Performance, Male",Fulfillingness' First Finale,"Stevie Wonder, artist."
1974,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Band On The Run,"Paul McCartney And Wings (Denny Laine, Linda McCartney,Paul McCartney), artist."
1974,Best Pop Instrumental Performance,The Entertainer,"Marvin Hamlisch, artist."
1974,"Best R&B Vocal Performance, Female",Ain't Nothing Like The Real Thing,"Aretha Franklin, artist."
1974,"Best R&B Vocal Performance, Male",Boogie On Reggae Woman,"Stevie Wonder, artist."
1974,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Tell Me Something Good,"Rufus (Andre Fischer, Chaka Khan, Tony Maiden, Nate Morgan, Kevin Murphy, Bobby Watson), artist."
1974,Best R&B Instrumental Performance,The Sound Of Philadelphia,"MFSB, artist."
1974,Best Rhythm & Blues Song,Living For The City,"Stevie Wonder, songwriter."
1974,Best Soul Gospel Performance,In The Ghetto,"James Cleveland, artist."
1974,"Best Country Vocal Performance, Female",Love Song,"Anne Murray, artist."
1974,"Best Country Vocal Performance, Male",Please Don't Tell Me How The Story Ends,"Ronnie Milsap, artist."
1974,Best Country Vocal Performance By A Duo Or Group,Fairytale,"Pointer Sisters (Anita Pointer, Ruth Pointer, June Pointer Whitmore), artist."
1974,Best Country Instrumental Performance,The Atkins-Travis Traveling Show,"Chet Atkins & Merle Travis, artists."
1974,Best Country Song,A Very Special Love Song,"Billy Sherrill & Norris Wilson, songwriters."
1974,Best Inspirational Performance (Non-Classical),How Great Thou Art,"Elvis Presley, artist."
1974,Best Gospel Performance (Other Than Soul Gospel),The Baptism Of Jesse Taylor,"Oak Ridge Boys, artist."
1974,Best Ethnic Or Traditional Recording,Two Days In November,"Doc Watson & Merle Watson, artists."
1974,Best Recording For Children,Winnie The Pooh And Tigger Too,"Paul Winchell, Sebastian Cabot & Sterling Holloway, artists."
1974,Best Comedy Recording,That Nigger's Crazy,"Richard Pryor, artist."
1974,Best Spoken Word Recording,Good Evening,"Dudley Moore & Peter Cook, narrators."
1974,Best Instrumental Composition,Tubular Bells - Theme From The Exorcist,"Mike Oldfield, composer."
1974,Album Of Best Original Score Written For A Motion Picture Or A Television Special,The Way We Were,"Alan Bergman, Marilyn Bergman & Marvin Hamlisch, composers."
1974,Best Score From The Original Cast Show Album,Raisin,"Judd Woldin & Robert Brittan, composers. Thomas Z. Shepard, producer."
1974,"Album Of The Year, Classical",Berlioz: Symphonie Fantastique,"Georg Solti, artist. David Harvey, producer."
1974,Best Classical Performance - Orchestra,Berlioz: Symphonie Fantastique,"Georg Solti, artist."
1974,Best Opera Recording,Puccini: La Boheme,"Georg Solti, artist. Richard Mohr, producer."
1974,"Best Choral Performance, Classical (Other Than Opera)",Berlioz: The Damnation Of Faust,"Colin Davis, artist."
1974,Best Chamber Music Performance,Brahms: Trios (Complete)/Schumann: Trio No. 1 In D Minor,"Artur Rubinstein, Henryk Szeryng & Pierre Fournier, artists."
1974,Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Shostakovich: Violin Concerto No. 1,"David Oistrakh, artist."
1974,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Albeniz: Iberia,"Alicia De Larrocha, artist."
1974,Best Classical Vocal Soloist Performance,Leontyne Price Sings Richard Strauss,"Leontyne Price, artist."
1974,Best Album Notes - Classical,The Hawk Flies,"Dan Morgenstern, album notes writer. (TIE)"
1974,Best Album Notes - Classical,Korngold: The Classic Erich Wolfgang Korngold,"Rory Guy, album notes writer."
1974,Best Album Notes - Classical,For The Last Time,"Charles R. Townsend, album notes writer. (TIE)"
1974,Best Engineered Recording - Classical,Berlioz: Symphonie Fantastique,"Kenneth Wilkinson, engineer."
1973,Record Of The Year,Killing Me Softly With His Song,"Roberta Flack, artist. Joel Dorn, producer."
1973,Album Of The Year,Innervisions,"Stevie Wonder*, artist. Stevie Wonder*, producer."
1973,Song Of The Year,Killing Me Softly With His Song,"Charles Fox & Norman Gimbel, songwriters."
1973,Best New Artist,,"Bette Midler, artist."
1973,Best Instrumental Arrangement,Summer In The City,"Quincy Jones, arranger."
1973,Best Arrangement Accompanying Vocalist(s),Live And Let Die,"George Martin, arranger."
1973,Best Engineered Recording - Non-Classical,Innervisions,"Malcolm Cecil & Robert Margouleff, engineers."
1973,Best Album Package,Tommy,"Wilkes And Braun, art director."
1973,Best Jazz Performance By A Soloist,God Is In The House,"Art Tatum, soloist."
1973,Best Jazz Performance By A Group,Supersax Plays Bird,"Supersax (Buddy Clark, Med Flory), artist."
1973,Best Jazz Performance By A Big Band,Giant Steps,"Woody Herman, artist."
1973,"Best Pop Vocal Performance, Female",Killing Me Softly With His Song,"Roberta Flack, artist."
1973,"Best Pop Vocal Performance, Male",You Are The Sunshine Of My Life,"Stevie Wonder, artist."
1973,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Neither One Of Us (Wants To Be The First To Say Goodbye),"Gladys Knight And The Pips (William Guest, Bubba Knight, Gladys Knight, Harold Knight, Edward Patten), artist."
1973,Best Pop Instrumental Performance,Also Sprach Zarathustra (2001),"Eumir Deodato, artist."
1973,"Best R&B Vocal Performance, Female",Master Of Eyes,"Aretha Franklin, artist."
1973,"Best R&B Vocal Performance, Male",Superstition,"Stevie Wonder, artist."
1973,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Midnight Train To Georgia,"Gladys Knight And The Pips, artist."
1973,Best R&B Instrumental Performance,Hang On Sloopy,"Ramsey Lewis, artist."
1973,Best Rhythm & Blues Song,Superstition,"Stevie Wonder, songwriter."
1973,Best Soul Gospel Performance,Loves Me Like A Rock,"Dixie Hummingbirds, artist."
1973,"Best Country Vocal Performance, Female",Let Me Be There,"Olivia Newton-John, artist."
1973,"Best Country Vocal Performance, Male",Behind Closed Doors,"Charlie Rich, artist."
1973,Best Country Vocal Performance By A Duo Or Group,From The Bottle To The Bottom,"Kris Kristofferson & Rita Coolidge, artists."
1973,Best Country Instrumental Performance,Dueling Banjos,"Eric Weissberg & Steve Mandell, artists."
1973,Best Country Song,Behind Closed Doors,"Kenny O'Dell, songwriter."
1973,Best Inspirational Performance,Let's Just Praise The Lord,"Bill Gaither Trio (Bill Gaither), artist."
1973,Best Gospel Performance (Other Than Soul Gospel),Release Me (From My Sin),"Blackwood Brothers (Cecil Blackwood, James Blackwood Jr., James Blackwood Sr., Tommy Fairchild, Pat Hoffmaster, Ken Turner), artist."
1973,Best Ethnic Or Traditional Recording (Including Traditional Blues),Then And Now,"Doc Watson, artist."
1973,Best Recording For Children,Sesame Street Live,"Joe Raposo, producer."
1973,Best Comedy Recording,Los Cochinos,"Cheech And Chong (Tommy Chong, Richard ""Cheech"" Marin), artist."
1973,Best Spoken Word Recording,Jonathan Livingston Seagull,"Richard Harris, narrator."
1973,Best Instrumental Composition,Last Tango In Paris,"Gato Barbieri, composer."
1973,Album Of Best Original Score Written For A Motion Picture Or A Television Special,Jonathan Livingston Seagull,"Neil Diamond, composer."
1973,Best Score From The Original Cast Show Album,A Little Night Music,"Stephen Sondheim, composer. Goddard Lieberson, producer."
1973,"Album Of The Year, Classical",Bartók: Concerto For Orchestra,"Pierre Boulez, artist. Thomas Z. Shepard, producer."
1973,Best Classical Performance - Orchestra,Bartók: Concerto For Orchestra,"Pierre Boulez, artist."
1973,Best Opera Recording,Bizet: Carmen,"Leonard Bernstein, artist. Tom Mowrey, producer."
1973,"Best Choral Performance, Classical (Other Than Opera)",Walton: Belshazzer's Feast,"André Previn, artist. Arthur Oldham, choir director."
1973,Best Chamber Music Performance,Joplin: The Red Back Book,"Gunther Schuller, artist."
1973,Best Classical Performance Instrumental Soloist Or Soloists (With Orchestra),Beethoven: Concerti (5) For Piano And Orchestra,"Vladimir Ashkenazy, artist."
1973,Best Classical Performance Instrumental Soloist Or Soloists (Without Orchestra),Scriabin: Horowitz Plays Scriabin,"Vladimir Horowitz, artist."
1973,Best Classical Vocal Soloist Performance,Puccini: Heroines,"Leontyne Price, artist."
1973,Best Album Notes - Classical,God Is In The House,"Dan Morgenstern, album notes writer."
1973,Best Album Notes - Classical,Hindemith: Sonatas For Piano,"Glenn Gould, album notes writer."
1973,Best Engineered Recording - Classical,Bartók: Concerto For Orchestra,"Edward (Bud) T. Graham & Ray Moore, engineers."
1972,Record Of The Year,The First Time Ever I Saw Your Face,"Roberta Flack, artist. Joel Dorn, producer."
1972,Album Of The Year,The Concert For Bangla Desh,"Billy Preston, Bob Dylan, Eric Clapton, George Harrison*, Klaus Voormann, Leon Russell, Ravi Shankar & Ringo Starr, artists. George Harrison* & Phil Spector, producers."
1972,Song Of The Year,The First Time Ever I Saw Your Face,"Ewan MacColl, songwriter."
1972,Best New Artist Of The Year,,"America (Gerry Beckley, Dewey Bunnell, Dan Peek), artist."
1972,Best Instrumental Arrangement,Theme From The French Connection,"Don Ellis, arranger."
1972,Best Arrangement Accompanying Vocalist(s),What Are You Doing The Rest Of Your Life?,"Michel Legrand, arranger."
1972,Best Engineered Recording - Non-Classical,Moods,"Armin Steiner, engineer."
1972,Best Album Cover,The Siegel-Schwall Band,"Acy R. Lehman, art director. Harvey Dinnerstein, graphic artist."
1972,Best Jazz Performance By A Soloist,Alone At Last,"Gary Burton, soloist."
1972,Best Jazz Performance By A Group,First Light,"Freddie Hubbard, artist."
1972,Best Jazz Performance By A Big Band,Toga Brava Suite,"Duke Ellington, artist."
1972,"Best Pop Vocal Performance, Female",I Am Woman,"Helen Reddy, artist."
1972,"Best Pop Vocal Performance, Male",Without You,"Harry Nilsson, artist."
1972,"Best Pop Vocal Performance By A Duo, Group Or Chorus",Where Is The Love,"Donny Hathaway & Roberta Flack, artists."
1972,"Best Pop Instrumental Performance By An Arranger, Composer, Orchestra And/Or Choral Leader",Outa-Space,"Billy Preston, artist."
1972,"Best Pop Instrumental Performance By An Arranger, Composer, Orchestra And/Or Choral Leader",Black Moses,"Isaac Hayes, artist."
1972,"Best R&B Vocal Performance, Female","Young, Gifted And Black","Aretha Franklin, artist."
1972,"Best R&B Vocal Performance, Male",Me And Mrs. Jones,"Billy Paul, artist."
1972,"Best R&B Vocal Performance By A Duo, Group Or Chorus",Papa Was A Rollin' Stone,"Temptations (Dennis Edwards, Melvin Franklin, Damon Harris, Richard Street, Otis Williams), artist."
1972,Best R&B Instrumental Performance,Papa Was A Rollin' Stone,"Paul Riser & Temptations (Dennis Edwards, Melvin Franklin, Damon Harris, Richard Street, Otis Williams), artists."
1972,Best Rhythm & Blues Song,Papa Was A Rollin' Stone,"Barrett Strong & Norman Whitfield, songwriters."
1972,Best Soul Gospel Performance,Amazing Grace,"Aretha Franklin, artist."
1972,"Best Country Vocal Performance, Female",Happiest Girl In The Whole USA,"Donna Fargo, artist."
1972,"Best Country Vocal Performance, Male",Charley Pride Sings Heart Songs,"Charley Pride, artist."
1972,Best Country Vocal Performance By A Duo Or Group,Class Of '57,"Statler Brothers, artist."
1972,Best Country Instrumental Performance,Charlie McCoy/The Real McCoy,"Charlie McCoy, artist."
1972,Best Country Song,Kiss An Angel Good Mornin',"Ben Peters, songwriter."
1972,Best Inspirational Performance,He Touched Me,"Elvis Presley, artist."
1972,Best Gospel Performance (Other Than Soul Gospel),L-O-V-E,"Blackwood Brothers (Cecil Blackwood, James Blackwood Jr., James Blackwood Sr., Tommy Fairchild, Pat Hoffmaster, Ken Turner), artist."
1972,Best Ethnic Or Traditional Recording (Including Traditional Blues),The London Muddy Waters Session,"Muddy Waters, artist."
1972,Best Recording For Children,The Electric Company,"Bill Cosby & Rita Moreno, artists. Christopher Cerf, Joe Raposo & Lee Chamberlin, producers."
1972,Best Comedy Recording,FM And AM,"George Carlin, artist."
1972,Best Spoken Word Recording,Lenny,"Bruce Botnick, producer."
1972,Best Instrumental Composition,Brian's Song,"Michel Legrand, composer."
1972,Best Original Score Written For A Motion Picture Or A Television Special,The Godfather,"Nino Rota, composer."
1972,Best Score From An Original Cast Show Album,"Don't Bother Me, I Can't Cope","Micki Grant, composer. Jerry Ragavoy, producer."
1972,Best Classical Album,Mahler: Symphony No. 8 In E Flat (Symphony Of A Thousand),"Georg Solti, artist. David Harvey, producer."
1972,Best Classical Performance - Orchestra,Mahler: Symphony No. 7 In E Minor,"Georg Solti, artist."
1972,Best Opera Recording,Berlioz: Benvenuto Cellini,"Colin Davis, artist. Erik Smith, producer."
1972,"Best Choral Performance, Classical (Other Than Opera)",Mahler: Symphony No. 8 In E Flat (Symphony Of A Thousand),"Georg Solti, artist."
1972,Best Chamber Music Performance,"Julian And John (Works By Lawes, Carulli, Albeniz, Granados)","John Christopher Williams & Julian Bream, artists."
1972,Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Brahms: Piano Concerto No. 2 In B Flat,"Artur Rubinstein, artist."
1972,Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),Horowitz Plays Chopin,"Vladimir Horowitz, artist."
1972,Best Classical Vocal Soloist Performance,Brahms: Die Schone Magelone,"Dietrich Fischer-Dieskau, artist."
1972,Best Album Notes (Classical),Tom T. Hall's Greatest Hits,"Tom T. Hall, album notes writer."
1972,Best Album Notes (Classical),Vaughan Williams: Symphony No. 2 (A London Symphony),"James Lyons, album notes writer."
1972,Best Engineered Recording (Classical),Mahler: Symphony No. 8 (Symphony Of A Thousand),"Gordon Parry & Kenneth Wilkinson, engineers."
1971,Record Of The Year,It's Too Late,"Carole King, artist. Lou Adler, producer."
1971,Album Of The Year,Tapestry,"Carole King, artist. Lou Adler, producer."
1971,Song Of The Year,You've Got A Friend,"Carole King, songwriter."
1971,Best New Artist Of The Year,,"Carly Simon, artist."
1971,Best Instrumental Arrangement,Theme From Shaft,"Isaac Hayes & Johnny Allen, arrangers."
1971,Best Arrangement Accompanying Vocalist(s),Uncle Albert/Admiral Halsey,"Paul McCartney, arranger."
1971,Best Engineered Recording - Non-Classical,Theme From Shaft,"Dave Purple, Henry Bush & Ron Capone, engineers."
1971,Best Album Cover,Pollution,"Dean O. Torrence, art director. Gene Brownell, photographer."
1971,Best Album Notes,"Sam, Hard And Heavy","Sam Samudio, album notes writer."
1971,"Best Pop Vocal Performance, Female",Tapestry,"Carole King, artist."
1971,"Best Pop Vocal Performance, Male",You've Got A Friend,"James Taylor, artist."
1971,Best Pop Vocal Performance By A Duo Or Group,Carpenters,"Carpenters (Karen Carpenter, Richard Carpenter), artist."
1971,Best Pop Instrumental Performance,Smackwater Jack,"Quincy Jones, artist."
1971,"Best R&B Vocal Performance, Female",Bridge Over Troubled Water,"Aretha Franklin, artist."
1971,"Best R&B Vocal Performance, Male",A Natural Man,"Lou Rawls, artist."
1971,Best R&B Vocal Performance By A Group,Proud Mary,"Ike & Tina Turner (Ike Turner, Tina Turner), artist."
1971,Best Rhythm & Blues Song,Ain't No Sunshine,"Bill Withers, songwriter."
1971,Best Soul Gospel Performance,Put Your Hand In The Hand Of The Man From Galilee,"Shirley Caesar, artist."
1971,"Best Country Vocal Performance, Female",Help Me Make It Through The Night,"Sammi Smith, artist."
1971,"Best Country Vocal Performance, Male","When You're Hot, You're Hot","Jerry Reed, artist."
1971,Best Country Vocal Performance By A Duo Or Group,After The Fire Is Gone,"Conway Twitty & Loretta Lynn, artists."
1971,Best Country Instrumental Performance,Snowbird,"Chet Atkins, artist."
1971,Best Country Song,Help Me Make It Through The Night,"Kris Kristofferson, songwriter."
